provider,url,files_found,missing_files,complete,error
Chiang Mai University (CMU),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/th-chiang-mai-chiang-mai-university-cmu-gtfs-1310.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Green Bus Thailand,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/th-chiang-mai-green-bus-thailand-gtfs-1208.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
"Kwanwiang Transport, LTD.",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/th-chiang-mai-kwanwiang-transport-gtfs-1315.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Lampoon Pattana Transport,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/th-chiang-mai-lampoon-pattana-transport-gtfs-1124.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Northern Chiang Mai,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/th-chiang-mai-northern-chiang-mai-gtfs-1282.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Western Chiang Mai,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/th-chiang-mai-western-chiang-mai-gtfs-1137.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Western Chiang Mai,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/th-chiang-mai-western-chiang-mai-gtfs-1275.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
WhiteBus,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/th-chiang-mai-whitebus-gtfs-1325.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Warszawski Transport Publiczny (ZTM Warszawa),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pl-mazowieckie-warszawski-transport-publiczny-ztm-warszawa-gtfs-2092.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'stops.txt', 'routes.txt']","['calendar.txt', 'transfers.txt']",False,
Coopthai,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/th-unknown-coopthai-gtfs-1274.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
SRTMedenine,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tn-medenine-srtmedenine-gtfs-1158.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
"Samtrafiken, SJ, NSB, NSB/SJ, Visingsöleden, UL, Sörmlandstrafiken, ÖstgötaTrafiken, JLT, Länstrafiken Kronoberg, KLT, Region Gotland, Blekingetrafiken, Gällivare Stadstrafik, Hallandstrafiken, Värmlandstrafik, VL, Dalatrafik, X-trafik, Din Tur, Destination Gotland, Länstrafiken Jämtland, Länstrafiken Västerbotten, Länstrafiken Norrbotten, SL, Skånetrafiken, Flygbussarna, Västtrafik, Ventrafiken, Arlanda Express, Länstrafiken Örebro, Öresundståg, BT Buss, Mälartåg, Vy Tåg, Värmlandstrafik, Waxholmsbolaget, FlixTrain, Bus4You, Nettbuss Express, Skelleftebuss, Y-buss, MasExpressen, Silverlinjen, Härjedalingen, Merresor Express, ForSea, Snälltåget, Nikkaluoktaexpressen, Trafikverket Färjerederiet, Bergkvarabuss, Vy Nattåg, Vy Norrtåg, Krösatågen, Tågab, Karlstadsbuss, Luleå Lokaltrafik, Trosabussen, Ressels Rederi, Haparanda lokaltrafik, Roslagens Sjötrafik, Piteå Lokaltrafik, Strömma, Boden Stadstrafik, Snötåget, Kiruna Stadstrafik, Stadsbussarna Östersund, Krösatågen, SJ NORGE, Skärgårdsbåtarna i Uddevalla, MTRX, Stavsnäs Båttaxi, Söne Buss, Kalix stadstrafik, Flixbus, Stockholms stad",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/se-unknown-samtrafiken-gtfs-1321.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Isparta Özel Halk Otobüsleri,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tr-isparta-bus-gtfs-2381.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar.txt', 'stops.txt', 'routes.txt']","['calendar_dates.txt', 'transfers.txt']",False,
Eshot,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tr-kocaeli-eshot-gtfs-1823.zip?alt=media,"['trips.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']","['calendar_dates.txt', 'transfers.txt']",False,
IZBAN,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tr-kocaeli-izban-gtfs-1828.zip?alt=media,"['trips.txt', 'calendar_dates.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']",['transfers.txt'],False,
Carris Metropolitana,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pt-lisboa-carris-metropolitana-gtfs-2027.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'stops.txt', 'routes.txt']","['calendar.txt', 'transfers.txt']",False,
METRO İZMİR,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tr-kocaeli-metro-izmir-gtfs-1824.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,
TRAM İZMİR,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tr-kocaeli-tram-izmir-gtfs-1829.zip?alt=media,"['trips.txt', 'calendar_dates.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']",['transfers.txt'],False,
"CH_Yuanlin Passenger Transport (General Manager), CH_中鹿客運(公總), CH_彰化客運(公總)",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tw-changhua-chyuanlin-passenger-transport-general-manager-gtfs-1305.zip?alt=media,"['trips.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']","['calendar_dates.txt', 'transfers.txt']",False,
"Total passenger (common total), NT_南投客運(公總) (Nantou Passenger Transport (Public Service)), NT_全航客運(公總) (All-air passenger (common total))",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tw-changhua-total-passenger-common-total-gtfs-1074.zip?alt=media,"['trips.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']","['calendar_dates.txt', 'transfers.txt']",False,
YL_員林客運(公總) (YL-Bus),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tw-changhua-yl-bus-gtfs-998.zip?alt=media,"['trips.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']","['calendar_dates.txt', 'transfers.txt']",False,
Miaoli,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tw-miaoli-miaoli-gtfs-1276.zip?alt=media,"['trips.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']","['calendar_dates.txt', 'transfers.txt']",False,
"NT_Total passenger (common total), NT_南投客運(公總), NT_全航客運(公總)",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tw-nantou-nttotal-passenger-common-total-gtfs-1306.zip?alt=media,"['trips.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']","['calendar_dates.txt', 'transfers.txt']",False,
UABS-Banlieue Sahel,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tn-unknown-uabs-banlieue-sahel-gtfs-1016.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Office of Transport and Traffic Policy and Planning,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/th-krung-thep-maha-nakhon-office-of-transport-and-traffic-policy-and-planning-gtfs-1831.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
"Yuanlin Passenger Transport (General Manager), CH_中鹿客運(公總) (Zhonglu Passenger Transport (Public Service)), CH_彰化客運(公總) (Changhua Passenger Transport (Public Service))",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tw-unknown-yuanlin-passenger-transport-general-manager-gtfs-1073.zip?alt=media,"['trips.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']","['calendar_dates.txt', 'transfers.txt']",False,
"YL_Yuanlin Passenger Transport (General Manager), YL_臺西客運(公總)",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tw-yunlin-ylyuanlin-passenger-transport-general-manager-gtfs-1307.zip?alt=media,"['trips.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']","['calendar_dates.txt', 'transfers.txt']",False,
Lvivavtodor,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ua-lviv-lvivavtodor-gtfs-2374.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
"14-Seater Paratransit Taxi, Buses operated by Pioneer or Awakula Enumme",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ug-kampala-14-seater-paratransit-taxi-gtfs-1813.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
City of Winona MN - Winona Transit Service,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/united-states-minnesota-city-of-winona-mn---winona-transit-service-gtfs-2032.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Areawide Community Transportation System,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-alabama-areawide-community-transportation-system-gtfs-2211.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Birmingham Jefferson County Transit Authority,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-alabama-birmingham-jefferson-county-transit-authority-gtfs-339.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'stops.txt', 'routes.txt']",['calendar.txt'],False,
Kocaeli,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tr-kocaeli-kocaeli-gtfs-1122.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Birmingham Jefferson County Transit Authority (MAX),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-alabama-birmingham-jefferson-county-transit-authority-max-gtfs-2263.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Capital Trailways,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-alabama-capital-trailways-gtfs-1308.zip?alt=media,"['trips.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']","['calendar_dates.txt', 'transfers.txt']",False,
Montgomery Transit,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-alabama-montgomery-transit-gtfs-338.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Huntsville Shuttle,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-alabama-huntsville-shuttle-gtfs-2081.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Capital Transit,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-alaska-capital-transit-gtfs-294.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Anchorage People Mover,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-alaska-anchorage-people-mover-gtfs-225.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Inter-Island Ferry,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-alaska-inter-island-ferry-gtfs-243.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Taichung,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tw-unknown-taichung-gtfs-1277.zip?alt=media,"['trips.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']","['calendar_dates.txt', 'transfers.txt']",False,
RIDE Sitka,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-alaska-ride-sitka-gtfs-1293.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Ketchikan Gateway Borough,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-alaska-ketchikan-gateway-borough-gtfs-244.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Benson Area Transit,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arizona-benson-area-transit-gtfs-229.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Metropolitan Area Commuter System,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-alaska-metropolitan-area-commuter-system-gtfs-232.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Bullhead Area Transit System,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arizona-bullhead-area-transit-system-gtfs-109.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
City of Sierra Vista,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arizona-city-of-sierra-vista-gtfs-145.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Cottonwood Area Transit (CAT),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arizona-cottonwood-area-transit-cat-gtfs-158.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Groome Transportation - Arizona Shuttle,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arizona-groome-transportation-arizona-shuttle-gtfs-156.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Mountain Line Transit,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arizona-mountain-line-transit-gtfs-1979.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar.txt', 'stops.txt', 'routes.txt']","['calendar_dates.txt', 'transfers.txt']",False,
Cat Tran Shuttle,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arizona-cat-tran-shuttle-gtfs-2206.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
National Park Service,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arizona-national-park-service-gtfs-1905.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
RoadRunner,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arizona-roadrunner-gtfs-644.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Verde Lynx,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arizona-verde-lynx-gtfs-159.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Yuma County Intergovernmental Public Transportation Authority (YCIPTA),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arizona-yuma-county-intergovernmental-public-transportation-authority-ycipta-gtfs-17.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Jonesboro Economical Transportation (JET),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arkansas-jonesboro-economical-transportation-jet-gtfs-186.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar.txt', 'stops.txt', 'routes.txt']","['calendar_dates.txt', 'transfers.txt']",False,
SunTran,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arizona-suntran-gtfs-2354.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Rock Region Metro,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arkansas-rock-region-metro-gtfs-2264.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
La Burundesa S.A.,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-biscay-la-burundesa-sa-gtfs-1316.zip?alt=media,"['trips.txt', 'calendar_dates.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']",['transfers.txt'],False,
Airport Valet Express,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-airport-valet-express-gtfs-27.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
"Alcatraz Cruises - Hornblower, Angel Island Tiburon Ferry, Blue & Gold Fleet",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-alcatraz-cruises-hornblower-gtfs-595.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Alhambra Community Transit,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-alhambra-community-transit-gtfs-211.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Ljubljanski Potniški Promet,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/si-ljubljana-ljubljanski-potniski-promet-gtfs-1827.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'stops.txt', 'routes.txt']","['calendar.txt', 'transfers.txt']",False,
Altamont Corridor Express,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-altamont-corridor-express-gtfs-1133.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Amador Transit,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-amador-transit-gtfs-92.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Valley Metro (VM),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arizona-valley-metro-vm-gtfs-147.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'stops.txt', 'routes.txt']",['calendar.txt'],False,
"Fengyuan Passenger Transport, TC_台中客運 (Taichung Passenger Transport), TC_仁友客運 (Renyou Passenger Transport), TC_統聯客運 (Tonglian Passenger Transport), TC_巨業交通 (Juye Traffic), TC_全航客運 (All Air Passenger Transport), TC_和欣客運 (Hexin Passenger Transport), TC_東南客運 (Southeast Passenger Transport),  TC_豐榮客運 (Fengrong Passenger Transport), TC_苗栗客運 (Miaoli Passenger Transport), TC_中台灣客運 (Central Taiwan Passenger Transport), TC_總達客運(公總) (Total passenger (common total)), TC_全航客運(公總) (All-air passenger (common total)), TC_中鹿客運(公總) (Zhonglu Passenger Transport (General)), TC_台中客運(公總) (Taichung Passenger Transport (Common Service)), TC_豐原客運(公總) (Fengyuan Passenger Transport (General)), TC_巨業交通(公總) (Juye Traffic (Public)), TC_彰化客運(公總) (Changhua Passenger Transport (Common Service)), TC_員林客運(公總) (Yuanlin Passenger Transport (General Public Service)), TC_杉林溪遊樂事業(公總) (Shanlinxi Recreation Business (Public Office)), TC_南投客運(公總) (Nantou Passenger Transport (Common Service)), TC_四方公司 (TC_Sifang Company), TC_捷順交通 (Jeshun Transportation), TC_中鹿客運 (Zhonglu Passenger Transport), TC_國光客運(公總) (Guoguang Passenger Transport (General)), TC_國光客運 (Guoguang Passenger Transport), TC_建明客運 (Jianming Passenger Transport), TC_阿羅哈客運(公總) (Aloha Passenger Transport (General)), TC_統聯客運(公總) (Tonglian Passenger Transport (Common Service)), TC_花蓮客運(公總) (Hualien Passenger Transport (General)), TC_總達客運 (Total passenger transport), TC_小黃公車 (Little Yellow Bus), TC_新竹客運(公總) (Hsinchu Passenger Transport (General)), TC_和欣客運(公總) (Hexin Passenger Transport (General Public Service)), TC_臺西客運(公總) (Taixi Passenger Transport (Common Service)
), TC_大有巴士(公總) (Dayou bus (public bus)), TC_苗栗客運(公總) (Miaoli Passenger Transport (Common Service)), TC_臺中捷運公司 (Taichung MRT Corporation)
",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tw-taichung-fengyuan-passenger-transport-gtfs-1083.zip?alt=media,"['trips.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']","['calendar_dates.txt', 'transfers.txt']",False,
Amtrak San Joaquins,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-amtrak-san-joaquins-gtfs-2295.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Arcadia Transit,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-arcadia-transit-gtfs-2243.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar.txt', 'stops.txt', 'routes.txt']","['calendar_dates.txt', 'transfers.txt']",False,
Arvin Transit,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-arvin-transit-gtfs-2233.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Avalon Transit,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-avalon-transit-gtfs-12.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Auburn Transit,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-auburn-transit-gtfs-2275.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Anaheim Resort Transportation (ART),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-anaheim-resort-transportation-art-gtfs-100.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Antelope Valley Transit Authority (AVTA),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-antelope-valley-transit-authority-avta-gtfs-214.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'stops.txt', 'routes.txt']",['calendar.txt'],False,
Baldwin Park Transit,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-baldwin-park-transit-gtfs-2247.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Beach Cities Transit,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-beach-cities-transit-gtfs-1999.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Beaumont Transit,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-beaumont-gtfs-106.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Bell Gardens Trolley,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-bell-gardens-trolley-gtfs-228.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Bellflower Bus,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-bellflower-bus-gtfs-227.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Blossom Express,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-blossom-express-gtfs-236.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Bay Area Rapid Transit (BART),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-bay-area-rapid-transit-bart-gtfs-53.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Blue & Gold Fleet,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-blue-gold-fleet-gtfs-1178.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Calabasas Transit System,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-calabasas-transit-system-gtfs-296.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
BurbankBus,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-burbankbus-gtfs-2149.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar.txt', 'stops.txt', 'routes.txt']","['calendar_dates.txt', 'transfers.txt']",False,
Big Blue Bus,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-big-blue-bus-gtfs-37.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
